,Name,Main rating,Ranking on list,Price range,Price class,Number of reviews,Location,Distance from Kgs. Nytorv,Service,Type of food,Address,Good price,Food,Atmosphere,New Price class,Price Class Numeric,Reverse ranking on list,Full ranking
322,Nyhavn 37 Café,4.0,320.0,------161.006.-2.347.,--$$-$$$---,274,"55.68003,12.590755",412.0,4.0,Dansk,"Nyhavn 37, København 1051 Danmark",3.5,4.0,4.5,$$-$$$,2,-320.0,981
323,Juicy Burger,4.0,319.0,"------16,",--$$-$$$------,190,"55.667496,12.55867",2118.0,4.0,Amerikansk,"Flaesketorvet 44, København 1711 Danmark",4.0,4.0,,$$-$$$,2,-319.0,982
319,Lundgren V.I.P. Bagerstraede,4.0,318.0,------16671.-1.341.,--$$-$$$------,236,"55.673042,12.554618",2008.0,4.0,Europæisk,"Bagerstræde 6, København 1617 Danmark",4.0,4.0,4.0,$$-$$$,2,-318.0,983
313,Blød Hat,4.0,317.0,------16101.-248.,--$$-$$$------,237,"55.67678,12.574301",715.0,4.0,Europæisk,"Radhusstræde Nr.7 Radhusstraede 7, 1466, København 1466 Danmark",4.0,4.0,,$$-$$$,2,-317.0,984
326,Hot Buns,4.0,315.0,------1654.-201.,--$$-$$$---,442,"55.681534,12.58494",179.0,3.5,Amerikansk,"Gothersgade 3, København 1260 Danmark",3.5,4.0,3.0,$$-$$$,2,-315.0,985
306,Ravage Restaurant Copenhagen,4.0,313.0,"------16,",--$$-$$$------,323,"55.68115,12.58605",175.0,4.0,Dansk,"Kongens Nytorv 16, København 1050 Danmark",3.5,4.0,4.0,$$-$$$,2,-313.0,986
312,Toldbod Bodega,4.0,310.0,------1667.-201.,--$$-$$$,178,"55.687363,12.590702",917.0,4.0,Dansk,"Esplanaden 4 DK-1263 Copenhagen, København 1263 Danmark",4.0,4.5,4.5,$$-$$$,2,-310.0,987
310,Møller Kaffe & Køkken,4.0,309.0,------1627.-47.,--$$-$$$------,195,"55.695568,12.54705",2903.0,3.5,Café,"Nørrebrogade 160, København 2200 Danmark",3.5,4.5,,$$-$$$,2,-309.0,988
305,Rosie McGee's Restaurant & Bar,4.0,308.0,"------16,,,,,",--$$-$$$------,748,"55.675655,12.567479",1153.0,4.0,Amerikansk,"Vesterbrogade 2a, København 1620 Danmark",3.5,4.0,4.0,$$-$$$,2,-308.0,989
307,La Petanque,4.0,306.0,"------16,",--$$-$$$---------,148,"55.683426,12.568272",1069.0,4.0,Europæisk,"Romersgade 9, København Danmark",4.0,4.5,4.5,$$-$$$,2,-306.0,990
321,Restaurant Melee,4.0,305.0,"------16,",--$$-$$$------,184,"55.675793,12.542536",2653.0,4.0,Europæisk,"Martensens Alle 16/1828 Frederiksberg, 1828, København 1828 Danmark",4.0,4.5,4.0,$$-$$$,2,-305.0,991
280,Baest,4.0,304.0,"------16,,",--$$-$$$---------,751,"55.69223,12.555915",2236.0,4.0,Europæisk,"Guldbergsgade 29, København 2200 Danmark",3.5,4.0,4.5,$$-$$$,2,-304.0,992
320,Poonchai Thai Restaurant,4.0,302.0,"------16,",--$$-$$$---------,403,"55.672348,12.563333",1559.0,4.0,Asiatisk,"Istedgade 1, København 1650 Danmark",3.5,4.0,3.5,$$-$$$,2,-302.0,993
286,Al-Diwan,4.0,301.0,------16168.-610.,--$$-$$$---------,174,"55.67222,12.54816",2418.0,4.0,Asiatisk,"Vesterbrogade 94, København 1620 Danmark",4.0,4.0,3.5,$$-$$$,2,-301.0,994
309,Nimb Brasserie,4.0,300.0,"------16,,",--$$$$---,864,"55.673717,12.566682",1300.0,3.5,Dansk,"Bernstorffsgade 5, København 1577 Danmark",3.5,4.0,4.0,$$$$,3,-300.0,995
293,Ristorante L’Appetito,4.0,299.0,"------16,,,",--$$-$$$---------,301,"55.67597,12.561803",1473.0,4.0,Italiensk,"Vester Farimagsgade 9, København 1606 Danmark",3.5,4.0,4.0,$$-$$$,2,-299.0,996
298,Floras Cafe & Steakhouse,4.0,297.0,"------16,,",--$$-$$$------,496,"55.67328,12.559772",1702.0,4.0,Dansk,"Vesterbrogade 16, København 1620 Danmark",4.0,4.0,3.5,$$-$$$,2,-297.0,997
297,Baan Thai Isarn,4.0,296.0,------1667.-148.,--$$-$$$---------,149,"55.670555,12.560226",1832.0,4.0,Asiatisk,"Lille Istedgade 7, København 1706 Danmark",4.0,4.0,,$$-$$$,2,-296.0,998
277,Thai Pan,4.0,292.0,------16114.-221.,--$$-$$$---------,152,"55.6844,12.559739",1610.0,4.0,Asiatisk,"Korsgade 1, København 2200 Danmark",4.0,4.0,4.0,$$-$$$,2,-292.0,999
295,Oscar Bar Cafe,4.0,291.0,"------16,,",--$$-$$$------,239,"55.675716,12.571305",937.0,4.0,Café,"Regnbuepladsen 7, København Danmark",4.0,4.0,4.0,$$-$$$,2,-291.0,1000
288,Cock's & Cows Gl. Strand,4.0,290.0,------1620.-181.,--$$-$$$------,917,"55.677807,12.578809",415.0,3.5,Amerikansk,"Gammel Strand 34, København 1202 Danmark",3.5,4.0,3.5,$$-$$$,2,-290.0,1001
273,Restaurant SULT,4.0,289.0,"------16,,,",--$$-$$$---,244,"55.68275,12.578266",483.0,4.0,Dansk,"Vognmagergade 8B, København 1120 Danmark",3.5,4.0,3.5,$$-$$$,2,-289.0,1002
287,Les Trois Cochons,4.0,286.0,------16,--$$-$$$------,449,"55.673656,12.549966",2258.0,4.0,Fransk,"Vaernedamsvej 10, København 1619 Danmark",4.0,4.0,4.0,$$-$$$,2,-286.0,1003
282,Restaurant Jacobsen,4.0,285.0,"------16,,",--$$-$$$---,259,"55.6825,12.574155",689.0,4.0,Dansk,"Kultorvet 2, København 1175 Danmark",3.5,4.0,3.5,$$-$$$,2,-285.0,1004
290,Peder Oxe,4.0,282.0,"------16,,,",--$$-$$$---,1.226,"55.67979,12.575988",515.0,4.0,Dansk,"Graabroedretorv 11, København 1154 Danmark",3.5,4.0,4.0,$$-$$$,2,-282.0,1005
284,Restaurant Fridas,4.0,281.0,------1667.-215.,--$$-$$$---,309,"55.67447,12.559225",1681.0,4.0,Dansk,"Gammel Kongevej 5, København 1610 Danmark",4.0,4.0,4.0,$$-$$$,2,-281.0,1006
296,Huks Fluks,4.0,279.0,------1694.-262.,--$$-$$$---------,385,"55.679996,12.575896",520.0,4.0,Europæisk,"Graabroedretorv 8, København 1154 Danmark",3.5,4.0,4.0,$$-$$$,2,-279.0,1007
294,Dalle Valle,4.0,275.0,"------16,,",--$---,926,"55.68082,12.572753",723.0,4.0,Dansk,"Fiolstræde 3-5, København 5000 Danmark",4.0,3.5,3.5,$,1,-275.0,1008
276,Restaurant Diamond Rice,4.0,274.0,------1647.-201.,--$$-$$$---------,315,"55.68223,12.588652",376.0,4.0,Asiatisk,"Bredgade 29, København 1260 Danmark",4.0,4.0,5.0,$$-$$$,2,-274.0,1009
250,The South Indian Vesterbro,4.0,272.0,------1667.-248.,--$$-$$$---------,198,"55.672462,12.556114",1949.0,4.0,Asiatisk,"Vesterbrogade 38 København, København 1620 Danmark",4.0,4.0,,$$-$$$,2,-272.0,1010
291,Restaurant Gorilla,4.0,270.0,"------16,,",--$$-$$$---,765,"55.667847,12.56077",1994.0,4.0,Dansk,"Flaesketorvet 63, København 1711 Danmark",4.0,4.0,4.0,$$-$$$,2,-270.0,1011
254,Søren K,4.0,268.0,"------16,,",--$$$$---,259,"55.673264,12.582738",752.0,4.0,Dansk,"S. Kierkegaards Plads 1, København 1221 Danmark",4.0,4.0,4.0,$$$$,3,-268.0,1012
260,A.C. Perch's Thehandel,4.0,264.0,------16,--$$-$$$---,177,"55.6806,12.578825",343.0,4.0,Café,"Kronprinsensgade 5, København 1114 Danmark",4.0,4.0,4.5,$$-$$$,2,-264.0,1013
252,Restaurant Rebel,4.0,262.0,------16248.-429.,--$$$$---,161,"55.68346,12.587003",426.0,4.0,Dansk,"Store Kongensgade 52, København 1264 Danmark",4.0,4.5,3.5,$$$$,3,-262.0,1014
262,Pastis,4.0,261.0,"------16,",--$$-$$$------,415,"55.682446,12.581867",311.0,4.0,Europæisk,"Gothersgade 52, København 1123 Danmark",3.5,4.0,4.0,$$-$$$,2,-261.0,1015
241,Madklubben Grill Copenhagen,4.0,260.0,"------16,,,",--$$-$$$------,438,"55.68047,12.580585",233.0,4.0,Europæisk,"Pilestraede 23, København 1112 Danmark",4.0,4.0,4.0,$$-$$$,2,-260.0,1016
256,Restaurant Sahil,4.0,259.0,------16134.-503.,--$$-$$$---------,216,"55.676945,12.589578",477.0,4.0,Indisk,"Havnegade 33, København 1058 Danmark",4.0,4.0,3.5,$$-$$$,2,-259.0,1017
265,Restaurant Uma,4.0,257.0,------16127.-483.,--$$-$$$---------,130,"55.681416,12.564747",1229.0,4.0,Fisk og skaldyr,"Nørre Farimagsgade 13. kl, København 1364 Danmark",4.0,4.5,3.5,$$-$$$,2,-257.0,1018
257,Karma Sushi Nyhavn,4.0,254.0,------16101.-697.,--$$-$$$---------,254,"55.679825,12.59253",523.0,3.5,Asiatisk,"Nyhavn 63B, København 1051 Danmark",4.0,4.5,4.5,$$-$$$,2,-254.0,1019
269,L'éducation Nationale,4.0,253.0,------16101.-503.,--$$-$$$---------,287,"55.678257,12.569578",936.0,4.0,Europæisk,"Larsbjornsstræde 12, København 1454 Danmark",3.5,4.0,4.0,$$-$$$,2,-253.0,1020
258,Frk. Barners Kaelder,4.0,251.0,"------16,,",--$$-$$$---,1.359,"55.67216,12.560765",1707.0,4.0,Dansk,"Helgolandsgade 8A, København 1653 Danmark",4.0,4.0,4.0,$$-$$$,2,-251.0,1021
266,Café Victor,4.0,250.0,"------16,,,",--$$-$$$---------,639,"55.680748,12.58331",102.0,4.0,Café,"Ny Østergade 8, København 1101 Danmark",3.5,4.0,4.0,$$-$$$,2,-250.0,1022
267,Barburrito,4.0,244.0,------161.006.-3.353.,--$$-$$$------,255,"55.678875,12.573247",697.0,4.0,Latinamerikansk,"Skindergade 36 Basement, København 1159 Danmark",3.5,4.0,4.0,$$-$$$,2,-244.0,1023
259,Cafe Munk,4.0,241.0,------16,--$$-$$$---------,174,"55.68435,12.567383",1160.0,4.0,Indisk,"Noerre Farimagsgade 55, København 1364 Danmark",4.0,4.0,4.5,$$-$$$,2,-241.0,1024
214,SPIS,4.0,240.0,------1687.-161.,--$$-$$$------,117,"55.677876,12.577106",502.0,4.0,Bar,"Læderstræde 17, København 1201 Danmark",4.0,4.0,3.5,$$-$$$,2,-240.0,1025
213,Relæ,4.0,239.0,------16449.-724.,--$$$$---,792,"55.693066,12.543383",2943.0,4.0,Dansk,"Jægersborggade 41 2200 københavn n, København 2200 Danmark",3.5,4.0,3.5,$$$$,3,-239.0,1026
235,Grillen Nørrebro Burger Bar,4.0,238.0,"------16,,",--$------,249,"55.68779,12.56035",1729.0,4.0,Amerikansk,"Nørrebrogade 13, København 2200 Danmark",4.5,4.0,4.0,$,1,-238.0,1027
218,Kystens Perle,4.0,236.0,"------16,,",--$$-$$$---,176,"55.63661,12.654269",6525.0,4.0,Dansk,"Bryggergården 14, København 2770 Danmark",4.0,4.0,4.0,$$-$$$,2,-236.0,1028
229,Fishmarket,4.0,235.0,"------16,,",--$$-$$$---------,898,"55.68082,12.584497",96.0,4.0,Europæisk,"Hovedvagtsgade 2, København 1103 Danmark",4.0,4.5,4.0,$$-$$$,2,-235.0,1029
236,Halifax Østerbro,4.0,234.0,------16,--$$-$$$---------,188,"55.699085,12.57793",2161.0,4.5,Amerikansk,"Trianglen 1, København 2100 Danmark",4.0,4.0,4.0,$$-$$$,2,-234.0,1030
224,Tarnet Restaurant,4.0,233.0,------16637.-3.856.,--$$$$,206,"55.67624,12.580449",477.0,5.0,Dansk,"Christiansborg Slotsplads, København 1218 Danmark",4.5,5.0,,$$$$,3,-233.0,1031
223,Madklubben Vesterbro,4.0,232.0,------16107.-275.,--$$-$$$---,1.084,"55.672806,12.552887",2118.0,4.0,Dansk,"Vesterbrogade 62, København 1620 Danmark",4.0,4.0,4.0,$$-$$$,2,-232.0,1032
230,Restaurant Flammen Kobenhavn HCA,4.0,230.0,------16201.-221.,--$$-$$$---,414,"55.672825,12.574137",1015.0,4.0,Europæisk,"H.C. Andersens Boul 37, København 1553 Danmark",4.0,4.0,,$$-$$$,2,-230.0,1033
221,The Market Asian Kitchen & Bar,4.0,229.0,------161.173.-6.672.,--$$-$$$---------,247,"55.680305,12.581251",188.0,4.0,Asiatisk,"Antonigade 2 In the Gallery between Lloyd and Nespresso, København 1106 Danmark",4.0,4.5,,$$-$$$,2,-229.0,1034
228,Hyttefadet,4.0,228.0,------1667.-228.,--$$-$$$---,522,"55.680256,12.589661",344.0,4.5,Bar,"Nyhavn 25 DK-1051, København 1051 Danmark",3.5,4.0,4.0,$$-$$$,2,-228.0,1035
231,Restaurant Pilekælderen,4.0,226.0,------1667.-148.,--$$-$$$---,144,"55.681133,12.579561",317.0,4.0,Dansk,"Pilestraede 48 1112 Copenhagen K., København 1112 Danmark",4.0,4.5,4.0,$$-$$$,2,-226.0,1036
197,Cock's & Cows SP34,4.0,224.0,------16402.-1.207.,--$$-$$$------,242,"55.678703,12.566175",1138.0,4.0,Amerikansk,"Sankt Peders Stræde 38, København 1453 Danmark",3.5,4.0,,$$-$$$,2,-224.0,1037
217,BollyFood,4.0,222.0,------16,--$$-$$$---------,218,"55.66884,12.55866",2024.0,4.0,Indisk,"Slagterboderne 10, København 1716 Danmark",3.5,4.0,,$$-$$$,2,-222.0,1038
220,La Vecchia Signora,4.0,221.0,"------16,,,",--$$-$$$---------,679,"55.681007,12.582661",149.0,4.0,Italiensk,"Groennegade 12/14, København Danmark",4.0,4.0,4.0,$$-$$$,2,-221.0,1039
216,Cafe Oscar,4.0,220.0,"------16,,,",--$$-$$$------,575,"55.68551,12.591302",760.0,4.0,Café,"Bredgade 58, København 1264 Danmark",4.0,4.0,4.0,$$-$$$,2,-220.0,1040
238,Restaurant Havfruen,4.0,216.0,------1694.-496.,--$$-$$$------,390,"55.680023,12.590597",402.0,4.0,Fisk og skaldyr,"Nyhavn 39, København 1051 Danmark",3.5,4.0,4.0,$$-$$$,2,-216.0,1041
210,Apropos - Cafe & Restaurant,4.0,215.0,------16154.-362.,--$$-$$$------,670,"55.670692,12.561213",1772.0,4.0,Café,"Halmtorvet 12, København 1700 Danmark",3.5,4.0,4.0,$$-$$$,2,-215.0,1042
227,Tivolihallen,4.0,212.0,"------16,,",--$$-$$$---,260,"55.674496,12.573097",925.0,4.5,Dansk,"Vester Voldgate 91 1552 Copenhagen, København Danmark",4.0,4.5,4.5,$$-$$$,2,-212.0,1043
225,Scarpetta,4.0,211.0,------1660.-148.,--$$-$$$------,311,"55.685497,12.5523",2091.0,4.5,Italiensk,"Rantzausgade 7 2200 København N, København Danmark",4.0,4.5,4.0,$$-$$$,2,-211.0,1044
188,Cafe Sorgenfri,4.0,210.0,------1667.-134.,--$$-$$$,355,"55.677715,12.574707",646.0,4.0,Dansk,"Brolaeggerstraede 8, København 1211 Danmark",4.0,4.0,4.0,$$-$$$,2,-210.0,1045
185,Heering Restaurant and Bistro,4.0,208.0,------1694.-255.,--$$-$$$---,726,"55.680466,12.588781",293.0,4.0,Dansk,"Nyhavn 15, København 1051 Danmark",3.5,4.0,4.0,$$-$$$,2,-208.0,1046
205,Restaurant BASALT,4.0,206.0,------1694.-396.,--$$-$$$---,176,"55.63971,12.577826",4495.0,4.0,Dansk,"Center Boulevard 5, København 2300 Danmark",3.5,4.0,,$$-$$$,2,-206.0,1047
202,Musling Bistro,4.0,205.0,"------16,,,,",--$$-$$$------,211,"55.683224,12.569928",964.0,4.0,Europæisk,"Linnesgade 14 1361 Copenhagen K, København 1361 Danmark",4.0,4.5,,$$-$$$,2,-205.0,1048
196,Pluto,4.0,202.0,"------16,,",--$$-$$$---,807,"55.683353,12.58495",378.0,4.0,Dansk,"Borgergade 16, København Danmark",4.0,4.5,4.0,$$-$$$,2,-202.0,1049
182,Pintxos,4.0,201.0,"------16,,",--$$-$$$---------,475,"55.684498,12.566181",1236.0,4.0,Europæisk,"Nansensgade 63, København 1366 Danmark",4.0,4.0,4.0,$$-$$$,2,-201.0,1050
198,Laundromat Cafe,4.0,200.0,"------16,,,",--$$-$$$------,261,"55.689873,12.558576",1946.0,4.0,Café,"15 Elmegade, København Danmark",3.5,4.0,4.0,$$-$$$,2,-200.0,1051
180,Restaurant Brdr. Price,4.0,199.0,------16201.-503.,--$$-$$$---------,443,"55.683926,12.574471",751.0,4.0,Europæisk,"Rosenborggade 15, København 1130 Danmark",3.5,4.0,4.0,$$-$$$,2,-199.0,1052
192,Madklubben Bistro De Luxe,4.0,198.0,"------16,,",--$$-$$$---,631,"55.683907,12.587989",498.0,4.0,Dansk,"Store Kongensgade 66, København 1264 Danmark",4.0,4.0,4.0,$$-$$$,2,-198.0,1053
206,Axelborg Bodega,4.0,197.0,"------16,,,",--$$-$$$---,295,"55.675575,12.564882",1306.0,4.0,Europæisk,"Axeltorv 1, København 1609 Danmark",4.0,4.0,4.0,$$-$$$,2,-197.0,1054
186,Royal Smushi Cafe,4.0,196.0,"------16,,,",--$$-$$$------,440,"55.679207,12.578871",344.0,4.0,Café,"Amagertorv 6, København 1160 Danmark",3.5,4.5,4.5,$$-$$$,2,-196.0,1055
189,FAMO,4.0,195.0,------16201.-382.,--$$-$$$------,351,"55.672592,12.550527",2265.0,4.5,Europæisk,"Saxogade 3, København 1662 Danmark",4.0,4.5,4.5,$$-$$$,2,-195.0,1056
207,Retour Steak Vesterbro,4.0,194.0,"------16,,",--$$-$$$------,269,"55.67403,12.56077",1610.0,4.0,Dansk,"Trommesalen 5, København 1614 Danmark",4.0,4.5,3.5,$$-$$$,2,-194.0,1057
194,Københavner Cafeen,4.0,191.0,------16463.-1.442.,--$$-$$$---,269,"55.67821,12.575178",598.0,4.0,Dansk,"Badstuestraede 10, København 1209 Danmark",4.0,4.0,4.0,$$-$$$,2,-191.0,1058
200,Amadeus,4.0,188.0,------16101.-268.,--$$-$$$---,306,"55.683933,12.587433",485.0,4.0,Dansk,"Store Kongensgade 62, København Danmark",4.0,4.0,4.0,$$-$$$,2,-188.0,1059
187,Hviids Vinstue,4.0,187.0,------1667.-134.,--$$-$$$,260,"55.67978,12.584883",49.0,4.0,Bar,"Kongens Nytorv 19, København 1050 Danmark",4.0,4.0,5.0,$$-$$$,2,-187.0,1060
201,Norrebro Bryghus,4.0,184.0,------1687.-349.,--$$-$$$---,539,"55.690094,12.563903",1698.0,4.0,Bar,"Ryesgade 3, København 2200 Danmark",3.5,4.0,4.0,$$-$$$,2,-184.0,1061
193,Restaurant l'Alsace,4.0,183.0,------16168.-671.,--$$-$$$---------,304,"55.68079,12.582797",126.0,4.0,Europæisk,"Ny Oestergade 9 Pistolstraede, København 1101 Danmark",4.0,4.5,4.0,$$-$$$,2,-183.0,1062
184,Spuntino,4.0,182.0,------16,--$$-$$$---------,272,"55.6727,12.552156",2165.0,4.0,Italiensk,"Vesterbrogade 68, København Danmark",4.0,4.0,3.5,$$-$$$,2,-182.0,1063
152,RizRaz,4.0,181.0,"------16,",--$---------,519,"55.680134,12.574139",630.0,4.0,Middelhavsområdet,"Store Kannikestraede 19, København 1169 Danmark",4.0,4.0,3.5,$,1,-181.0,1064
161,Ida Davidsen,4.0,179.0,"------16,,",--$$-$$$---,569,"55.68454,12.587928",559.0,4.0,Dansk,"Store Kongensgade 70, København 1264 Danmark",3.5,4.5,3.5,$$-$$$,2,-179.0,1065
177,Det lille Apotek,4.0,178.0,------1667.-342.,--$$-$$$---,936,"55.68024,12.574541",606.0,4.0,Dansk,"Store Kannikestraede 15, København 1169 Danmark",4.0,4.0,4.0,$$-$$$,2,-178.0,1066
150,Restaurant Vita,4.0,177.0,------16168.-671.,--$$-$$$---,495,"55.682655,12.586298",326.0,4.0,Dansk,"Store Kongensgade 25, København Danmark",4.0,4.0,3.5,$$-$$$,2,-177.0,1067
162,SALT bar & restaurant,4.0,176.0,------16114.-221.,--$$$$---,1.044,"55.682056,12.593678",638.0,4.0,Dansk,"Toldbodgade 24-28 Copenhagen Admiral Hotel, København 1253 Danmark",3.5,4.0,4.0,$$$$,3,-176.0,1068
179,Ristorante La Rocca,4.0,174.0,"------16,,",--$$-$$$---------,622,"55.684814,12.566233",1248.0,4.5,Europæisk,"Vendersgade 23-25, København 1363 Danmark",4.0,4.5,4.0,$$-$$$,2,-174.0,1069
169,Kodbyens Fiskebar,4.0,173.0,"------16,,,",--$$-$$$------,2.420,"55.6681,12.558965",2061.0,4.0,Europæisk,"Flaesketorvet 100, København 1711 Danmark",3.5,4.5,4.0,$$-$$$,2,-173.0,1070
166,Restaurant no. 2,4.0,172.0,"------16,,",--$$$$---,341,"55.67253,12.584334",828.0,4.0,Dansk,"Nicolai Eigtveds Gade 32, København 1402 Danmark",4.0,4.5,4.0,$$$$,3,-172.0,1071
170,Gitte Kik,4.0,171.0,"------16,",--$$-$$$,278,"55.677876,12.580765",317.0,4.0,Dansk,"Fortunstraede 4, København 1065 Danmark",4.0,4.5,4.5,$$-$$$,2,-171.0,1072
155,Restaurant HUMMER,4.0,170.0,"------16,,,",--$$$$------,312,"55.679462,12.592389",517.0,4.0,Europæisk,"Nyhavn 63 Kld., København 1051 Danmark",3.5,4.5,,$$$$,3,-170.0,1073
160,Restaurant Zeleste,4.0,168.0,------16134.-248.,--$$-$$$------,552,"55.680897,12.588319",278.0,4.0,Europæisk,"Store Strandstraede 6, København 1051 Danmark",3.5,4.0,4.0,$$-$$$,2,-168.0,1074
153,Skindbuksen,4.0,167.0,"------16,,,",--$$-$$$---,552,"55.679688,12.584787",49.0,4.0,Europæisk,"Lille Kongensgade, København 1074 Danmark",4.0,4.0,4.5,$$-$$$,2,-167.0,1075
178,Restaurant Barr,4.0,166.0,"------16,,",--$$-$$$---,279,"55.677864,12.595992",776.0,4.5,Dansk,"Strandgade 93, København 1401 Danmark",4.0,4.5,,$$-$$$,2,-166.0,1076
167,Mon Amour,4.0,165.0,"------16,",--$$-$$$------,347,"55.68,12.574831",587.0,4.0,Europæisk,"Skindergade 22, København 1159 Danmark",4.0,4.0,4.0,$$-$$$,2,-165.0,1077
173,MASH,4.0,162.0,------16201.-671.,--$$$$---------,1.098,"55.68188,12.588588",348.0,4.0,Amerikansk,"Bredgade 20, København 1260 Danmark",3.5,4.5,4.0,$$$$,3,-162.0,1078
172,BrewPub København,4.0,161.0,------1680.-362.,--$$-$$$---,570,"55.677254,12.569583",965.0,4.0,Bar,"Vestergade 29, København 1456 Danmark",3.5,4.0,4.0,$$-$$$,2,-161.0,1079
151,Neighbourhood,4.0,160.0,------16134.-148.,--$$-$$$---------,700,"55.670723,12.558301",1922.0,4.0,Europæisk,"Istedgade 27, København 1650 Danmark",4.0,4.5,5.0,$$-$$$,2,-160.0,1080
165,Cafe Wilder,4.0,159.0,"------16,,,",--$$-$$$------,396,"55.673992,12.591496",808.0,4.0,Café,"Wildersgade 56, København 1408 Danmark",4.0,4.5,4.0,$$-$$$,2,-159.0,1081
175,Atlas bar,4.0,157.0,------1667.-168.,--$$-$$$---------,312,"55.678604,12.569211",951.0,4.0,Europæisk,"Larsbjornstraede 18, København Danmark",4.0,4.5,4.0,$$-$$$,2,-157.0,1082
164,Riz Raz,4.0,156.0,------1687.-194.,--$$-$$$---------,1.099,"55.677055,12.57527",647.0,4.0,Europæisk,"Kompagnistraede 20, København 1208 Danmark",4.0,4.0,3.5,$$-$$$,2,-156.0,1083
174,Cafe Petersborg,4.0,155.0,------16148.-201.,--$$-$$$---,410,"55.687412,12.592747",986.0,4.0,Dansk,"Bredgade 76, København 1260 Danmark",4.0,4.5,4.5,$$-$$$,2,-155.0,1084
1869,Café Delfinen,4.0,154.0,"------16,,,",--$---------,1 anmeldelse,"55.684593,12.532107",3305.0,,Amerikansk,"Helgesvej 29, Frederiksberg, København 2000 Danmark",,,,$,1,-154.0,1085
154,The Union Kitchen,4.0,154.0,------1687.-597.,--$$-$$$---,769,"55.681255,12.589156",342.0,4.0,Bar,"Store Strandstraede 21, København 1255 Danmark",3.5,4.5,4.5,$$-$$$,2,-154.0,1086
168,Retour Steak,4.0,153.0,"------16,",--$$-$$$------,369,"55.68181,12.582044",244.0,4.0,Europæisk,"Ny Oestergade 21 1101, København 1101 Danmark",4.0,4.5,3.5,$$-$$$,2,-153.0,1087
1837,Cafe Hyggestuen,4.0,150.0,------1667.-101.,--$$-$$$,3,"55.68521,12.5288",3521.0,,"<div class=""header_links""><a href=""/Restaurants-g806262-Frederiksberg_Copenhagen_Zealand.html?pid=6"">$$ - $$$</a>, Pub</div>","Bentzonsvej 23, Frederiksberg, København 2000 Danmark",,,,$$-$$$,2,-150.0,1088
148,Bistro Boheme,4.0,150.0,------1694.-597.,--$$$$---------,453,"55.687473,12.591379",948.0,4.5,Europæisk,"Esplanaden 8, København 1263 Danmark",4.0,4.5,4.0,$$$$,3,-150.0,1089
129,Oysters & Grill,4.0,149.0,------16181.-1.643.,--$$-$$$------,401,"55.692802,12.551605",2491.0,4.0,Fisk og skaldyr,"Sjællandsgade 1B 2200 Copenhagen N, København 2200 Danmark",4.0,4.5,4.0,$$-$$$,2,-149.0,1090
1813,Piccolino Pizzeria & Sandwichbar,4.0,148.0,------16,---,2,"55.68151,12.51796",4156.0,,Pizza,"Finsensvej 18, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-148.0,1091
143,Pate pate,4.0,147.0,------1680.-295.,--$$-$$$---------,1.036,"55.669167,12.558619",2004.0,4.0,Europæisk,"slagteboderne1, København 1716 Danmark",4.0,4.5,4.0,$$-$$$,2,-147.0,1092
132,Taarnet,4.0,143.0,"------16,,",--$$$$---,245,"55.676243,12.580428",477.0,4.0,Dansk,"Christiansborg Slotsplads Islet of Slotsholmen, København 1218 Danmark",4.0,4.5,4.5,$$$$,3,-143.0,1093
133,Cafe Katz,4.0,137.0,------1627.-141.,--$$-$$$------,345,"55.675884,12.575304",719.0,4.0,Café,"Frederiksholms Kanal 1, København 1220 Danmark",4.0,4.0,4.0,$$-$$$,2,-137.0,1094
141,Llama Restaurante & Bar,4.0,136.0,------1667.-255.,--$$-$$$---------,669,"55.67971,12.583878",36.0,4.0,Latinamerikansk,"Lille Kongensgade 14, København 1074 Danmark",4.0,4.5,4.0,$$-$$$,2,-136.0,1095
1694,Bella Italia,4.0,134.0,"------16,",--$$$$$$,2,"55.68081,12.54907",2204.0,,,"H.C. Orstedsvej 42, Frederiksberg, København 1879 Danmark",,,,$$$$$$,99,-134.0,1096
1680,Fisk & Faerdigt,4.0,132.0,,--$$$$$$,3,"55.68041,12.54844",2242.0,,,"H.C. Oersteds Vej 37, Frederiksberg, København 1879 Danmark",,,,$$$$$$,99,-132.0,1097
1654,Dark Waiter,4.0,129.0,,--$$$$$$,3,"55.68604,12.53966",2872.0,,,"Falkoner Alle 96, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-129.0,1098
122,Ristorante Italiano,4.0,124.0,------1680.-215.,--$$-$$$---------,1.084,"55.67929,12.573746",659.0,4.0,Europæisk,"Fiolstræde 2, København 1171 Danmark",4.0,4.0,4.0,$$-$$$,2,-124.0,1099
97,Restaurant Kanalen,4.0,122.0,"------16,,",--$$$$---,415,"55.67551,12.593101",748.0,4.0,Dansk,"Wilders Plads 2, København 1403 Danmark",4.0,4.5,4.5,$$$$,3,-122.0,1100
1575,Mit Lille Kokken,4.0,121.0,,--$$$$$$,5,"55.67893,12.50846",4749.0,,,"Peter Bangs Vej 60, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-121.0,1101
1581,Opera Cafe,4.0,117.0,"------16,",------,5,"55.67773,12.533355",3197.0,,Fransk,"Allegade 24, Frederiksberg, København 2000 Danmark",,,,$$$$$$,99,-117.0,1102
