,Restaurant,Postal code,Pizza,Sushi,Fisk og skaldyr,Thai,Café,Italiensk,Indisk,Mexikansk,Steakhouse
983,Tandoori Masala, 2200 ,False,False,False,False,False,False,True,False,False
984,Charlottehaven, 2100 ,False,False,False,False,False,False,False,False,False
985,Madsalen, 1467 ,False,False,False,False,False,False,False,False,False
986,Quattro Fontane Italiensk Restaurant, 2200 ,True,False,False,False,False,True,False,False,False
987,Rabes Have, 1411 ,False,False,False,False,False,False,False,False,False
988,Ristorante San Giorgio, 1130 ,False,False,False,False,False,True,False,False,False
989,Grillen Amagerbro, 2300 ,False,False,False,False,False,False,False,False,False
990,Bakaliko Greek-Deli, 1171 ,False,False,False,False,False,False,False,False,False
991,Ahaaa Det Arabiske Madhus, 2200 ,False,False,False,False,False,False,False,False,False
992,Nyhavn 14, ,True,False,False,False,False,True,False,False,False
993,Restaurant Kaptajn, 2200 ,False,False,False,False,False,False,False,False,False
994,Provins, 2200 ,False,False,False,False,False,False,False,False,False
995,Gao Dumpling Bar, ,False,False,False,False,False,False,False,False,False
996,Beau Marche, 1101 ,False,False,False,False,True,False,False,False,False
997,Otto, 1264 ,False,False,False,False,False,False,False,False,False
998,Royal Garden, 1302 ,False,False,False,False,False,False,False,False,False
999,Green Mango, 1400 ,False,False,False,True,False,False,False,False,False
1000,Sachi Sushi - Borgergade, 1300 ,False,True,False,False,False,False,False,False,False
1001,Apollo Bar, ,False,False,False,False,True,False,False,False,False
1002,Deep, ,False,False,False,False,False,False,True,False,False
1003,Thai Corner, 1650 ,False,False,False,True,False,False,False,False,False
1004,Grillen Burgerbar, 1620 ,False,False,False,False,False,False,False,False,False
1005,Trattoria Campo De Fiori, 2870 ,False,False,False,False,False,True,False,False,False
1006,Taormina, 2100 ,False,False,False,False,False,True,False,False,False
1007,Madklubben Frederiksberg, 2000 ,False,False,False,False,False,False,False,False,False
1008,Bone's Restaurant (Amagerbrogade), 2300 ,False,False,False,False,False,False,False,False,True
1009,Retaurant Miga, ,False,False,False,False,False,False,False,False,False
1010,The Harbour, 1560 ,False,False,False,False,False,False,False,False,False
1011,Jah Izakaya & Sake Bar, 1656 ,False,False,False,False,False,False,False,False,False
1012,La Fabrica, 2200 ,False,False,False,False,False,False,False,False,False
1013,Restaurant Ankara, 1620 ,False,False,False,False,False,False,False,False,False
1014,La Lua, 2400 ,False,False,False,False,False,False,False,False,False
1015,Cafe Diamanten og Ølhalle, 1202 ,False,False,False,False,True,False,False,False,False
1016,Vesterbro Vinstue, 1650 ,False,False,False,False,False,False,False,False,False
1017,Shezan Restaurant, 1655 ,False,False,False,False,False,False,True,False,False
1018,Vinstue 90, ,False,False,False,False,False,False,False,False,False
1019,Cafe Auto, 2200 ,False,False,False,False,True,False,False,False,False
1020,La Esquina, 2100 ,False,False,False,False,False,False,False,False,False
1021,Vinbaren Vesterbro Torv, 1659 ,False,False,False,False,False,False,False,False,False
1022,Konya Kebab, DK-2800 ,False,False,False,False,False,False,False,False,False
1023,Filini Restaurant, 2300 ,False,False,False,False,False,True,False,False,False
1024,Ristorante L'Imperatore, 2100 ,False,False,False,False,False,True,False,False,False
1025,Sticks'n'Sushi, 2100 ,False,True,False,False,False,False,False,False,False
1026,City Pub, 1620 ,False,False,False,False,False,False,False,False,False
1027,Sukiyaki, ,False,True,False,False,False,False,False,False,False
1028,R Vinbar, 1117 ,False,False,False,False,False,False,False,False,False
1029,Boathouse, 1401 ,False,False,False,False,False,False,False,False,False
1030,Restaurant NOI, 1574 ,False,False,False,False,False,False,False,False,False
1031,The Dubliner Downtown, 1101 ,False,False,False,False,False,False,False,False,False
1032,Sans Souci Restaurant & Vinstue, 1829 ,False,False,False,False,False,False,False,False,False
1033,SUKAIBA Copenhagen, 2300 ,False,True,False,False,False,False,False,False,False
1034,Hvide Lam, 1175 ,False,False,False,False,False,False,False,False,False
1035,Pho Saigon, ,False,False,False,False,False,False,False,False,False
1036,Bistro Les Halles, 1362 ,False,False,False,False,False,False,False,False,False
1037,Mesón España, 1655 ,False,False,False,False,False,False,False,False,False
1038,Sole D'Italia, 1154 ,True,False,False,False,False,True,False,False,False
1039,Restaurant Turesen, 1368 ,False,False,False,False,False,False,False,False,False
1040,Cafe Pelikan, 2300 ,False,False,False,False,True,False,False,False,False
1041,Papa Ramen, 1709 ,False,False,False,False,False,False,False,False,False
1042,Dalle Valle, 1609 ,False,False,False,False,False,False,False,False,False
1043,NOSE2TAIL - Meatpacker, 1711 ,False,False,False,False,False,False,False,False,False
1044,Bevar's, 2200 ,False,False,False,False,True,False,False,False,False
1045,Neighbourhood Frederiksborggade, 1360 ,True,False,False,False,False,False,False,False,False
1046,Gambero Rosso, 2300 ,True,False,False,False,False,True,False,False,False
1047,Café Nemoland, 1440 ,False,False,False,False,True,False,False,False,False
1048,Restaurant MANGAL, 1711 ,False,False,False,False,False,False,False,False,False
1049,Sushi Norregade, ,False,True,False,False,False,False,False,False,False
1050,Seoul, ,False,False,False,False,False,False,False,False,False
1051,Jacobsen Brewhouse & Bar, 1799 ,False,False,False,False,False,False,False,False,False
1052,Spaghetteria, 1606 ,False,False,False,False,False,True,False,False,False
1053,Kates Joint, 2200 N ,False,False,False,False,False,False,True,False,False
1054,Forno a Legna, 2000 ,False,False,False,False,False,True,False,False,False
1055,Akropolis, 1879 ,False,False,False,False,False,False,False,False,False
1056,Itzi Pitzi Pizza, 1720 ,True,False,False,False,False,False,False,False,False
1057,Il Buco, 2300 ,False,False,False,False,False,True,False,False,False
1058,Nyhavn Pizzeria, 1254 ,True,False,False,False,False,False,False,False,False
1059,DAIZY'S, 1250 ,False,False,False,False,True,False,False,False,False
1060,Roxie, 1069 ,False,False,False,False,False,False,False,False,False
1061,Kung Fu 2 Izakaya, 2200 ,False,True,False,False,False,False,False,False,False
1062,Madhus24, 2870 ,False,False,False,False,False,False,False,False,False
1063,Tango y Vinos, 1052 ,False,False,False,False,False,False,False,False,True
1064,Cafe Dyrehaven, 1720 ,False,False,False,False,True,False,False,False,False
1065,Restaurant Meille, 1453 ,False,False,False,False,False,False,False,False,False
1066,Aristo, 2300 ,False,False,False,False,False,False,False,False,False
1067,Højbro Sandwich and Cafe, ,False,False,False,False,True,False,False,False,False
1068,Bang & Jensen, 1650 ,False,False,False,False,True,False,False,False,False
1069,Victoria Pub, 1457 ,False,False,False,False,False,False,False,False,False
1070,Bibendum, 1366 ,False,False,False,False,False,False,False,False,False
1071,Fars Dreng, 1174 ,False,False,False,False,True,False,False,False,False
1072,Mercante, 1151 ,False,False,False,False,False,True,False,False,False
1073,The Bird & The Churchkey, 1202 ,False,False,False,False,False,False,False,False,False
1074,Thai Asien, 1053 ,False,False,False,True,False,False,False,False,False
1075,The Globe Irish Pub, 1165 ,False,False,False,False,False,False,False,False,False
1076,Comedy ZOO Club & Cafe, 1208 ,False,False,False,False,False,False,False,False,False
1077,Library Bar, 1577 ,False,False,False,False,False,False,False,False,False
1078,Munchies Copenhagen, 1400 ,False,False,False,False,False,False,False,False,False
1079,Tivoli Hallen, ,False,False,False,False,False,False,False,False,False
1080,Ingolfs Kaffebar, 2300 ,False,False,False,False,True,False,False,False,False
1081,The Royal Cafe, 1611 ,False,False,False,False,True,False,False,False,False
1082,Christianhavns Bådudlejning og Café, ,False,False,False,False,True,False,False,False,False
1083,Ristorante Ponte Vecchio, ,False,False,False,False,False,True,False,False,False
1084,Restaurant Mes, 1551 ,False,False,False,False,False,False,False,False,False
1085,Alabama Social, 2200 ,False,False,False,False,False,False,False,False,False
1086,lalala, 1401 ,False,False,False,False,False,False,False,False,False
1087,Chicky Grill-Bar, ,False,False,False,False,False,False,False,False,False
1088,Boston Grill Mayfair, 1652 ,False,False,False,False,False,False,False,False,True
1089,Teaterkaelderen, 1610 ,False,False,False,False,False,False,False,False,False
1090,Hanzo, 2200 ,False,False,False,False,False,False,False,False,False
1091,FAMO Metro, 2100 ,False,False,False,False,False,True,False,False,False
1092,Grillen Christianshavn, 1420 ,False,False,False,False,False,False,False,False,False
1093,Halifax Vesterbrogade, 1620 ,False,False,False,False,False,False,False,False,False
1094,Bonjour Vietnam, 1620 ,False,False,False,False,False,False,False,False,False
1095,The Old English Pub, ,False,False,False,False,False,False,False,False,False
1096,Restaurant M, 1264 ,False,False,False,False,False,False,False,False,False
1097,BOB Biomio Organic Bistro, 1700 ,False,False,False,False,False,False,False,False,False
1098,Nobu, 1700 ,False,False,False,True,False,False,False,False,False
1099,Ravnsborg Vinbar, 2200 ,False,False,False,False,False,False,False,False,False
1100,Brooklyn Bar København, 1253 ,False,False,False,False,False,False,False,False,False
1101,Nimb Bar’N' Grill, 1577 ,False,False,False,False,False,False,False,False,True
1102,Gemyse, 1630 ,False,False,False,False,False,False,False,False,False
1103,20 a, 2200 ,False,False,False,False,False,False,False,False,False
1104,Dag H, 2100 ,False,False,False,False,True,False,False,False,False
1105,Restaurant Trio, 1608 ,False,False,False,False,False,False,False,False,False
1106,Restaurant Sankt Annae, ,False,False,False,False,False,False,False,False,False
1107,Falernum, 1619 ,False,False,False,False,False,False,False,False,False
1108,Haché Gourmet Burgers, 1362 ,False,False,False,False,False,False,False,False,False
1109,Restaurant Viva, 1411 ,False,False,True,False,False,False,False,False,False
1110,MASH Penthouse, 1577 ,False,False,False,False,False,False,False,False,True
1111,Restaurant Dubrovnik, 1455 ,False,False,False,False,False,False,False,False,False
1112,Antons Køkken, 2300 ,False,False,False,False,False,False,False,False,False
1113,Fru Nimb, 1630 ,False,False,False,False,False,False,False,False,False
1114,Vespa, 1264 ,False,False,False,False,False,True,False,False,False
1115,Cantina, 1300 ,True,False,False,False,False,True,False,False,False
1116,Il Ponte Restaurant, 1462 ,False,False,False,False,False,True,False,False,False
1117,Sticks'n'Sushi, 2900 ,False,True,False,False,False,False,False,False,False
1118,Hereford Steak, 1264 ,False,False,False,False,False,False,False,False,True
1119,Rambla, 2300 ,False,False,False,False,False,False,False,False,False
1120,Rasoi, 2300 ,False,False,False,False,False,False,True,False,False
1121,Nyhavns Faergekro, 1051 ,False,False,False,False,False,False,False,False,False
1122,Co-ma Bistro, 1609 ,True,False,False,False,False,False,False,False,False
1123,The South Indian Frederisberg, 2000 ,False,False,False,False,False,False,True,False,False
1124,La Galette, 1454 ,False,False,False,False,False,False,False,False,False
1125,GURU, 1608 ,False,False,False,False,False,False,True,False,False
1126,Orangeriet, ,False,False,False,False,False,False,False,False,False
1127,Bankeråt, 1359 ,False,False,False,False,False,False,False,False,False
1128,Ban Gaw, 1700 ,False,False,False,True,False,False,False,False,False
1129,Restaurant Bar´bette, 1260 ,False,False,False,False,True,False,False,False,False
1130,Sachi Sushi, ,False,True,False,False,False,False,False,False,False
1131,Trattoria FIAT, 1050 ,False,False,False,False,False,True,False,False,False
1132,Sticks'n'Sushi, 1850 ,False,True,False,False,False,False,False,False,False
1133,Cap Horn, 1052 ,False,False,False,False,False,False,False,False,False
1134,Tivoli Hotel, 1577 ,False,False,False,False,False,False,False,False,False
1135,Tony's, 1058 ,False,False,False,False,False,True,False,False,False
1136,Cafe Fremtiden, 1250 ,False,False,False,False,False,False,False,False,False
1137,Almanak - The Standard, 1058 ,False,False,False,False,False,False,False,False,False
1138,Bistro Royal, 1050 ,False,False,False,False,False,False,False,False,False
1139,NyhavnsKroen, 1051 ,False,False,False,False,False,False,False,False,False
1140,Restaurant Grøften, 1620 ,False,False,False,False,False,False,False,False,False
1141,Vesterbros Originale Burgerrestaurant, 1650 ,False,False,False,False,False,False,False,False,False
1142,Gorm's Magstræde, 1204 ,True,False,False,False,False,True,False,False,False
1143,Restaurant Silo, 2150 ,False,False,False,False,False,False,False,False,False
1144,Scarpetta, ,False,False,False,False,False,True,False,False,False
1145,Skagen Fiskerestaurant Illum Rooftop, 1001 ,False,False,True,False,False,False,False,False,False
1146,Nyhavn 37 Café, 1051 ,False,False,False,False,False,False,False,False,False
1147,Juicy Burger, 1711 ,False,False,False,False,False,False,False,False,False
1148,Lundgren V.I.P. Bagerstraede, 1617 ,False,False,False,False,False,False,False,False,False
