Name,Main rating,Ranking on list,Price range,Price class,Number of reviews,Location,Distance from Kgs. Nytorv,Service,Type of food,Address,Good price,Food,Atmosphere
Plectrum Vesterbro Restaurant,4.5,125.0,------16134.-255.,--$$-$$$---,495 anmeldelser,"55.672935,12.558831",1772.0,4.0,Bar,"Vesterbrogade 23/29, København 1620 Danmark",3.5,4.0,
Restaurant Puk,4.5,131.0,------1660.-275.,--$$-$$$,1.648 anmeldelser,"55.676212,12.574179",754.0,4.5,Dansk,"Vandkunsten 8, København 1467 Danmark",4.0,4.5,4.5
Oysters & Grill,4.0,149.0,------16181.-1.643.,--$$-$$$------,401 anmeldelser,"55.692802,12.551605",2491.0,4.0,Fisk og skaldyr,"Sjællandsgade 1B 2200 Copenhagen N, København 2200 Danmark",4.0,4.5,4.0
Krogs Fiskerestaurant,4.5,134.0,------1687.-402.,--$$$$------,289 anmeldelser,"55.677654,12.578622",434.0,4.5,Europæisk,"Gammel Strand 38, København 1202 Danmark",4.0,4.5,
Hallernes,4.5,142.0,"------16,,,",--$$-$$$------,240 anmeldelser,"55.683872,12.56925",1032.0,4.0,Europæisk,"Torvehallernes - Hal 1 Roemersgade 18, København Danmark",4.0,4.5,4.0
Taarnet,4.0,143.0,"------16,,",--$$$$---,245 anmeldelser,"55.676243,12.580428",477.0,4.0,Dansk,"Christiansborg Slotsplads Islet of Slotsholmen, København 1218 Danmark",4.0,4.5,4.5
Cafe Katz,4.0,137.0,------1627.-141.,--$$-$$$------,345 anmeldelser,"55.675884,12.575304",719.0,4.0,Café,"Frederiksholms Kanal 1, København 1220 Danmark",4.0,4.0,4.0
Osteria 16,4.5,148.0,------16,--$$-$$$------,119 anmeldelser,"55.66771,12.545878",2762.0,4.0,Italiensk,"Haderslevgade 16, København 1671 Danmark",4.5,4.5,4.5
Frank,4.5,126.0,------1667.-295.,--$$-$$$---,84 anmeldelser,"55.6811,12.584482",126.0,5.0,Dansk,"Ny Adelgade 3, København 1104 Danmark",4.5,5.0,
Da Salvo,4.5,128.0,------1660.-295.,--$$-$$$---------,301 anmeldelser,"55.67404,12.551963",2126.0,4.5,Italiensk,"Gammel Kongevej 41 Frederiksberg, København 1610 Danmark",4.5,4.5,4.5
Mondän,4.5,8.0,------1694.-503.,--$$-$$$------,106 anmeldelser,"55.686302,12.534584",3188.0,4.5,Dansk,"Godthåbsvej 26, Frederiksberg, København 2000 Danmark",4.5,4.5,
Nebbiolo Winebar,4.5,129.0,------1674.-744.,--$$-$$$------,120 anmeldelser,"55.681232,12.589236",346.0,4.5,Europæisk,"St. Strandstraede 18, København 1255 Danmark",4.0,4.0,
Sticks'n'Sushi,4.5,132.0,------16248.-550.,--$$-$$$---------,1.100 anmeldelser,"55.665913,12.566111",1931.0,4.0,Asiatisk,"Arni Magnussons Gade 2, København 1577 Danmark",4.0,4.5,4.5
District Tonkin,4.5,138.0,------1660.-121.,--$---------,176 anmeldelser,"55.67671,12.570774",916.0,4.0,Asiatisk,"Mikkel Bryggers Gade 2 København K, København 1460 Danmark",4.5,4.5,4.5
Llama Restaurante & Bar,4.0,136.0,------1667.-255.,--$$-$$$---------,669 anmeldelser,"55.67971,12.583878",36.0,4.0,Latinamerikansk,"Lille Kongensgade 14, København 1074 Danmark",4.0,4.5,4.0
Holberg no 19,4.5,141.0,------1680.-168.,--$$-$$$---------,169 anmeldelser,"55.67874,12.590546",422.0,4.0,Café,"Holbergsgade 19, København 1057 Danmark",4.0,4.5,4.5
Pate pate,4.0,147.0,------1680.-295.,--$$-$$$---------,1.036 anmeldelser,"55.669167,12.558619",2004.0,4.0,Europæisk,"slagteboderne1, København 1716 Danmark",4.0,4.5,4.0
Selma,5.0,112.0,------161.341.-2.984.,--$$-$$$---,67 anmeldelser,"55.68476,12.569876",1043.0,5.0,Dansk,"Rømersgade 20, København 1362 Danmark",5.0,5.0,
Øl & Brød,4.5,140.0,------16101.-161.,--$$-$$$------,308 anmeldelser,"55.672146,12.55755",1884.0,4.5,Europæisk,"Viktoriagade 6, København 1655 Danmark",4.0,4.5,4.5
Kanal Cafeen,4.5,145.0,"------16,,",--$$-$$$---,540 anmeldelser,"55.674442,12.577063",761.0,4.0,Dansk,"Frederiksholms Kanal 18, København 1220 Danmark",4.0,4.5,4.5
Pho Hanoi,4.5,139.0,"------16,",--$---------,285 anmeldelser,"55.674786,12.562201",1495.0,4.0,Asiatisk,"Vester Farimagsgade 6, København 1606 Danmark",4.5,4.5,
Bistro Boheme,4.0,150.0,------1694.-597.,--$$$$---------,453 anmeldelser,"55.687473,12.591379",948.0,4.5,Europæisk,"Esplanaden 8, København 1263 Danmark",4.0,4.5,4.0
Kalaset,4.5,127.0,------1667.-134.,--$$-$$$---------,647 anmeldelser,"55.684616,12.566585",1218.0,4.0,Café,"Vendersgade 16, København 1363 Danmark",4.0,4.5,4.5
Restaurant Vita,4.0,177.0,------16168.-671.,--$$-$$$---,495 anmeldelser,"55.682655,12.586298",326.0,4.0,Dansk,"Store Kongensgade 25, København Danmark",4.0,4.0,3.5
Neighbourhood,4.0,160.0,------16134.-148.,--$$-$$$---------,700 anmeldelser,"55.670723,12.558301",1922.0,4.0,Europæisk,"Istedgade 27, København 1650 Danmark",4.0,4.5,5.0
RizRaz,4.0,181.0,"------16,",--$---------,519 anmeldelser,"55.680134,12.574139",630.0,4.0,Middelhavsområdet,"Store Kannikestraede 19, København 1169 Danmark",4.0,4.0,3.5
Skindbuksen,4.0,167.0,"------16,,,",--$$-$$$---,552 anmeldelser,"55.679688,12.584787",49.0,4.0,Europæisk,"Lille Kongensgade, København 1074 Danmark",4.0,4.0,4.5
The Union Kitchen,4.0,154.0,------1687.-597.,--$$-$$$---,769 anmeldelser,"55.681255,12.589156",342.0,4.0,Bar,"Store Strandstraede 21, København 1255 Danmark",3.5,4.5,4.5
Restaurant HUMMER,4.0,170.0,"------16,,,",--$$$$------,312 anmeldelser,"55.679462,12.592389",517.0,4.0,Europæisk,"Nyhavn 63 Kld., København 1051 Danmark",3.5,4.5,
Hatoba Sushi,4.5,151.0,------16134.-335.,--$$-$$$---------,134 anmeldelser,"55.668568,12.579264",1306.0,4.0,Asiatisk,"Islands Brygge 9, København 2300 Danmark",4.0,4.5,4.0
Lumskebugten,4.5,164.0,------16168.-671.,--$$$$---,215 anmeldelser,"55.688385,12.597648",1259.0,4.5,Dansk,"Esplanaden 21, København Danmark",4.0,4.5,4.5
Spiseloppen Christiania,4.5,158.0,------16114.-148.,--$$-$$$------,237 anmeldelser,"55.673794,12.597056",1060.0,4.5,Dansk,"43 Bådsmandsstræde, København Danmark",4.0,4.5,4.5
Kayak Bar,4.5,152.0,"------16,,",--$$-$$$---,159 anmeldelser,"55.67538,12.586494",531.0,4.0,Bar,"Børskaj 12, København 1221 Danmark",4.0,4.0,5.0
Restaurant Zeleste,4.0,168.0,------16134.-248.,--$$-$$$------,552 anmeldelser,"55.680897,12.588319",278.0,4.0,Europæisk,"Store Strandstraede 6, København 1051 Danmark",3.5,4.0,4.0
Ida Davidsen,4.0,179.0,"------16,,",--$$-$$$---,569 anmeldelser,"55.68454,12.587928",559.0,4.0,Dansk,"Store Kongensgade 70, København 1264 Danmark",3.5,4.5,3.5
SALT bar & restaurant,4.0,176.0,------16114.-221.,--$$$$---,1.044 anmeldelser,"55.682056,12.593678",638.0,4.0,Dansk,"Toldbodgade 24-28 Copenhagen Admiral Hotel, København 1253 Danmark",3.5,4.0,4.0
Veve,4.5,175.0,"------16,,",--$$$$---,94 anmeldelser,"55.69716,12.594333",2014.0,4.5,Dansk,"Dampfaergevej 7, København 2100 Danmark",4.5,5.0,
Riz Raz,4.0,156.0,------1687.-194.,--$$-$$$---------,1.099 anmeldelser,"55.677055,12.57527",647.0,4.0,Europæisk,"Kompagnistraede 20, København 1208 Danmark",4.0,4.0,3.5
Cafe Wilder,4.0,159.0,"------16,,,",--$$-$$$------,396 anmeldelser,"55.673992,12.591496",808.0,4.0,Café,"Wildersgade 56, København 1408 Danmark",4.0,4.5,4.0
Restaurant no. 2,4.0,172.0,"------16,,",--$$$$---,341 anmeldelser,"55.67253,12.584334",828.0,4.0,Dansk,"Nicolai Eigtveds Gade 32, København 1402 Danmark",4.0,4.5,4.0
Mon Amour,4.0,165.0,"------16,",--$$-$$$------,347 anmeldelser,"55.68,12.574831",587.0,4.0,Europæisk,"Skindergade 22, København 1159 Danmark",4.0,4.0,4.0
Retour Steak,4.0,153.0,"------16,",--$$-$$$------,369 anmeldelser,"55.68181,12.582044",244.0,4.0,Europæisk,"Ny Oestergade 21 1101, København 1101 Danmark",4.0,4.5,3.5
Kodbyens Fiskebar,4.0,173.0,"------16,,,",--$$-$$$------,2.420 anmeldelser,"55.6681,12.558965",2061.0,4.0,Europæisk,"Flaesketorvet 100, København 1711 Danmark",3.5,4.5,4.0
Gitte Kik,4.0,171.0,"------16,",--$$-$$$,278 anmeldelser,"55.677876,12.580765",317.0,4.0,Dansk,"Fortunstraede 4, København 1065 Danmark",4.0,4.5,4.5
SSAM Korean Food Bar,4.5,169.0,------1613.-107.,--$$-$$$---------,162 anmeldelser,"55.672565,12.562085",1612.0,4.5,Asiatisk,"Colbjørnsensgade 7, København 1652 Danmark",4.0,4.5,
BrewPub København,4.0,161.0,------1680.-362.,--$$-$$$---,570 anmeldelser,"55.677254,12.569583",965.0,4.0,Bar,"Vestergade 29, København 1456 Danmark",3.5,4.0,4.0
MASH,4.0,162.0,------16201.-671.,--$$$$---------,1.098 anmeldelser,"55.68188,12.588588",348.0,4.0,Amerikansk,"Bredgade 20, København 1260 Danmark",3.5,4.5,4.0
Cafe Petersborg,4.0,155.0,------16148.-201.,--$$-$$$---,410 anmeldelser,"55.687412,12.592747",986.0,4.0,Dansk,"Bredgade 76, København 1260 Danmark",4.0,4.5,4.5
Atlas bar,4.0,157.0,------1667.-168.,--$$-$$$---------,312 anmeldelser,"55.678604,12.569211",951.0,4.0,Europæisk,"Larsbjornstraede 18, København Danmark",4.0,4.5,4.0
Sokkelund Cafe & Brasserie,4.0,9.0,"------16,,,",--$$-$$$---------,495 anmeldelser,"55.679283,12.525986",3650.0,4.0,Café,"Smallegade 36E, Frederiksberg, København 2000 Danmark",4.0,4.0,4.0
Det lille Apotek,4.0,178.0,------1667.-342.,--$$-$$$---,936 anmeldelser,"55.68024,12.574541",606.0,4.0,Dansk,"Store Kannikestraede 15, København 1169 Danmark",4.0,4.0,4.0
Restaurant Barr,4.0,166.0,"------16,,",--$$-$$$---,279 anmeldelser,"55.677864,12.595992",776.0,4.5,Dansk,"Strandgade 93, København 1401 Danmark",4.0,4.5,
Ristorante La Rocca,4.0,174.0,"------16,,",--$$-$$$---------,622 anmeldelser,"55.684814,12.566233",1248.0,4.5,Europæisk,"Vendersgade 23-25, København 1363 Danmark",4.0,4.5,4.0
Restaurant Brdr. Price,4.0,199.0,------16201.-503.,--$$-$$$---------,443 anmeldelser,"55.683926,12.574471",751.0,4.0,Europæisk,"Rosenborggade 15, København 1130 Danmark",3.5,4.0,4.0
San Marco Junior,4.5,11.0,------16369.-5.029.,--$$-$$$------,122 anmeldelser,"55.67917,12.5336",3173.0,4.5,Centraleuropæisk,"Falkoner Allé 10 Over for falkonersalen, Frederiksberg, København 2000 Danmark",4.0,4.0,
Pintxos,4.0,201.0,"------16,,",--$$-$$$---------,475 anmeldelser,"55.684498,12.566181",1236.0,4.0,Europæisk,"Nansensgade 63, København 1366 Danmark",4.0,4.0,4.0
Altopalato,4.5,209.0,"------16,",--$$-$$$---------,129 anmeldelser,"55.73625,12.574272",6288.0,4.5,Europæisk,"Duntzfelts Alle 3 Hellerup, København 2900 Danmark",4.5,4.5,4.5
Spuntino,4.0,182.0,------16,--$$-$$$---------,272 anmeldelser,"55.6727,12.552156",2165.0,4.0,Italiensk,"Vesterbrogade 68, København Danmark",4.0,4.0,3.5
Heering Restaurant and Bistro,4.0,208.0,------1694.-255.,--$$-$$$---,726 anmeldelser,"55.680466,12.588781",293.0,4.0,Dansk,"Nyhavn 15, København 1051 Danmark",3.5,4.0,4.0
Royal Smushi Cafe,4.0,196.0,"------16,,,",--$$-$$$------,440 anmeldelser,"55.679207,12.578871",344.0,4.0,Café,"Amagertorv 6, København 1160 Danmark",3.5,4.5,4.5
Hviids Vinstue,4.0,187.0,------1667.-134.,--$$-$$$,260 anmeldelser,"55.67978,12.584883",49.0,4.0,Bar,"Kongens Nytorv 19, København 1050 Danmark",4.0,4.0,5.0
Cafe Sorgenfri,4.0,210.0,------1667.-134.,--$$-$$$,355 anmeldelser,"55.677715,12.574707",646.0,4.0,Dansk,"Brolaeggerstraede 8, København 1211 Danmark",4.0,4.0,4.0
FAMO,4.0,195.0,------16201.-382.,--$$-$$$------,351 anmeldelser,"55.672592,12.550527",2265.0,4.5,Europæisk,"Saxogade 3, København 1662 Danmark",4.0,4.5,4.5
Voulez Vous,4.5,207.0,------1660.-188.,--$$-$$$------,96 anmeldelser,"55.678696,12.569114",956.0,4.5,Café,"Larsbjørnsstræde 20, København 1454 Danmark",4.5,4.5,4.5
Sale é Pepe,4.5,10.0,"------16,",--$$-$$$---------,97 anmeldelser,"55.680313,12.521658",3920.0,4.5,Europæisk,"Ndr. Fasanvej 9, Frederiksberg, København 2000 Danmark",4.5,4.5,4.5
Madklubben Bistro De Luxe,4.0,198.0,"------16,,",--$$-$$$---,631 anmeldelser,"55.683907,12.587989",498.0,4.0,Dansk,"Store Kongensgade 66, København 1264 Danmark",4.0,4.0,4.0
Restaurant l'Alsace,4.0,183.0,------16168.-671.,--$$-$$$---------,304 anmeldelser,"55.68079,12.582797",126.0,4.0,Europæisk,"Ny Oestergade 9 Pistolstraede, København 1101 Danmark",4.0,4.5,4.0
Københavner Cafeen,4.0,191.0,------16463.-1.442.,--$$-$$$---,269 anmeldelser,"55.67821,12.575178",598.0,4.0,Dansk,"Badstuestraede 10, København 1209 Danmark",4.0,4.0,4.0
Duck and Cover,4.5,190.0,------16,--$$-$$$,92 anmeldelser,"55.671978,12.552464",2179.0,4.5,"<div class=""header_links""><a href=""/Restaurants-g189541-Copenhagen_Zealand.html?pid=6"">$$ - $$$</a></div>","Dannebrogsgade 6, Basement, København Danmark",4.5,4.5,4.0
Pluto,4.0,202.0,"------16,,",--$$-$$$---,807 anmeldelser,"55.683353,12.58495",378.0,4.0,Dansk,"Borgergade 16, København Danmark",4.0,4.5,4.0
Cock's & Cows SP34,4.0,224.0,------16402.-1.207.,--$$-$$$------,242 anmeldelser,"55.678703,12.566175",1138.0,4.0,Amerikansk,"Sankt Peders Stræde 38, København 1453 Danmark",3.5,4.0,
Laundromat Cafe,4.0,200.0,"------16,,,",--$$-$$$------,261 anmeldelser,"55.689873,12.558576",1946.0,4.0,Café,"15 Elmegade, København Danmark",3.5,4.0,4.0
Coq en Pate,4.5,185.0,------16174.-288.,--$$-$$$---,53 anmeldelser,"55.713623,12.576884",3769.0,4.5,Fransk,"Landskronagade 4, København 2100 Danmark",4.5,4.5,
Amadeus,4.0,188.0,------16101.-268.,--$$-$$$---,306 anmeldelser,"55.683933,12.587433",485.0,4.0,Dansk,"Store Kongensgade 62, København Danmark",4.0,4.0,4.0
Norrebro Bryghus,4.0,184.0,------1687.-349.,--$$-$$$---,539 anmeldelser,"55.690094,12.563903",1698.0,4.0,Bar,"Ryesgade 3, København 2200 Danmark",3.5,4.0,4.0
Musling Bistro,4.0,205.0,"------16,,,,",--$$-$$$------,211 anmeldelser,"55.683224,12.569928",964.0,4.0,Europæisk,"Linnesgade 14 1361 Copenhagen K, København 1361 Danmark",4.0,4.5,
Døp,4.5,186.0,"------16,",--$---,93 anmeldelser,"55.681282,12.576093",528.0,4.5,Dansk,"Den Økologiske Pølsemand Next to Rundetårn in Købmagergade, København Danmark",4.5,5.0,4.0
Restaurant CLOU,4.5,189.0,"------16,",--$$$$---------,132 anmeldelser,"55.68366,12.585079",413.0,4.5,Europæisk,"Øster Farimagsgade 8, København 2100 Danmark",4.0,4.5,4.0
Restaurant BASALT,4.0,206.0,------1694.-396.,--$$-$$$---,176 anmeldelser,"55.63971,12.577826",4495.0,4.0,Dansk,"Center Boulevard 5, København 2300 Danmark",3.5,4.0,
Axelborg Bodega,4.0,197.0,"------16,,,",--$$-$$$---,295 anmeldelser,"55.675575,12.564882",1306.0,4.0,Europæisk,"Axeltorv 1, København 1609 Danmark",4.0,4.0,4.0
Retour Steak Vesterbro,4.0,194.0,"------16,,",--$$-$$$------,269 anmeldelser,"55.67403,12.56077",1610.0,4.0,Dansk,"Trommesalen 5, København 1614 Danmark",4.0,4.5,3.5
Vinvaerten Gothersgade,4.5,180.0,"------16,,",--$$-$$$------,180 anmeldelser,"55.683334,12.577975",540.0,4.5,Europæisk,"Gothersgade 89, København 1123 Danmark",4.5,4.5,4.5
Madenitaly,4.5,203.0,------1647.-107.,--$---------,76 anmeldelser,"55.67844,12.589964",400.0,4.5,Europæisk,"Holbergsgade 22, st. th Nyhavn, København 1057 Danmark",4.5,4.5,
Apropos - Cafe & Restaurant,4.0,215.0,------16154.-362.,--$$-$$$------,670 anmeldelser,"55.670692,12.561213",1772.0,4.0,Café,"Halmtorvet 12, København 1700 Danmark",3.5,4.0,4.0
Halifax Frederiksberg,4.0,12.0,"------16,",--$$-$$$------,217 anmeldelser,"55.680454,12.530861",3344.0,4.0,Amerikansk,"Falkoner Plads 1, Frederiksberg, København 2000 Danmark",4.0,4.0,3.5
Restaurant Wilhelm,4.5,227.0,------1647.-1.200.,--$$-$$$---,67 anmeldelser,"55.678253,12.582437",221.0,4.5,Italiensk,"Nikolajgade 18, København 1068 Danmark",4.5,5.0,
Relæ,4.0,239.0,------16449.-724.,--$$$$---,792 anmeldelser,"55.693066,12.543383",2943.0,4.0,Dansk,"Jægersborggade 41 2200 københavn n, København 2200 Danmark",3.5,4.0,3.5
SPIS,4.0,240.0,------1687.-161.,--$$-$$$------,117 anmeldelser,"55.677876,12.577106",502.0,4.0,Bar,"Læderstræde 17, København 1201 Danmark",4.0,4.0,3.5
Hansens Gamle Familiehave,4.0,13.0,------1667.-999.,--$$-$$$---,318 anmeldelser,"55.672527,12.531405",3412.0,4.0,Dansk,"Pile Alle 10, Frederiksberg, København 2000 Danmark",4.0,4.0,4.0
Cafe Oscar,4.0,220.0,"------16,,,",--$$-$$$------,575 anmeldelser,"55.68551,12.591302",760.0,4.0,Café,"Bredgade 58, København 1264 Danmark",4.0,4.0,4.0
BollyFood,4.0,222.0,------16,--$$-$$$---------,218 anmeldelser,"55.66884,12.55866",2024.0,4.0,Indisk,"Slagterboderne 10, København 1716 Danmark",3.5,4.0,
Kystens Perle,4.0,236.0,"------16,,",--$$-$$$---,176 anmeldelser,"55.63661,12.654269",6525.0,4.0,Dansk,"Bryggergården 14, København 2770 Danmark",4.0,4.0,4.0
Liban Cuisine,5.0,214.0,------16134.-3.346.,--$---------,57 anmeldelser,"55.685165,12.553106",2032.0,4.5,Fastfood,"Rantzausgade 1, København 2200 Danmark",4.5,5.0,3.5
La Vecchia Signora,4.0,221.0,"------16,,,",--$$-$$$---------,679 anmeldelser,"55.681007,12.582661",149.0,4.0,Italiensk,"Groennegade 12/14, København Danmark",4.0,4.0,4.0
The Market Asian Kitchen & Bar,4.0,229.0,------161.173.-6.672.,--$$-$$$---------,247 anmeldelser,"55.680305,12.581251",188.0,4.0,Asiatisk,"Antonigade 2 In the Gallery between Lloyd and Nespresso, København 1106 Danmark",4.0,4.5,
Den Gule Cottage,4.5,237.0,"------16,,",--$$-$$$---,136 anmeldelser,"55.779682,12.590292",11093.0,4.5,Dansk,"Taarbæk Strandvej 2, København 2930 Danmark",4.0,4.5,4.5
Madklubben Vesterbro,4.0,232.0,------16107.-275.,--$$-$$$---,1.084 anmeldelser,"55.672806,12.552887",2118.0,4.0,Dansk,"Vesterbrogade 62, København 1620 Danmark",4.0,4.0,4.0
Tarnet Restaurant,4.0,233.0,------16637.-3.856.,--$$$$,206 anmeldelser,"55.67624,12.580449",477.0,5.0,Dansk,"Christiansborg Slotsplads, København 1218 Danmark",4.5,5.0,
Scarpetta,4.0,211.0,------1660.-148.,--$$-$$$------,311 anmeldelser,"55.685497,12.5523",2091.0,4.5,Italiensk,"Rantzausgade 7 2200 København N, København Danmark",4.0,4.5,4.0
Il Grappolo Blu,4.5,204.0,------16114.-744.,--$$$$---------,182 anmeldelser,"55.678535,12.562771",1352.0,4.5,Europæisk,"Vester Farimagsgade 35-37, København 1606 Danmark",4.0,4.5,4.5
Tivolihallen,4.0,212.0,"------16,,",--$$-$$$---,260 anmeldelser,"55.674496,12.573097",925.0,4.5,Dansk,"Vester Voldgate 91 1552 Copenhagen, København Danmark",4.0,4.5,4.5
Hyttefadet,4.0,228.0,------1667.-228.,--$$-$$$---,522 anmeldelser,"55.680256,12.589661",344.0,4.5,Bar,"Nyhavn 25 DK-1051, København 1051 Danmark",3.5,4.0,4.0
Fishmarket,4.0,235.0,"------16,,",--$$-$$$---------,898 anmeldelser,"55.68082,12.584497",96.0,4.0,Europæisk,"Hovedvagtsgade 2, København 1103 Danmark",4.0,4.5,4.0
Restaurant Flammen Kobenhavn HCA,4.0,230.0,------16201.-221.,--$$-$$$---,414 anmeldelser,"55.672825,12.574137",1015.0,4.0,Europæisk,"H.C. Andersens Boul 37, København 1553 Danmark",4.0,4.0,
Restaurant Pilekælderen,4.0,226.0,------1667.-148.,--$$-$$$---,144 anmeldelser,"55.681133,12.579561",317.0,4.0,Dansk,"Pilestraede 48 1112 Copenhagen K., København 1112 Danmark",4.0,4.5,4.0
Made in Italy,4.5,15.0,------1620.-114.,--$---------,69 anmeldelser,"55.670746,12.532621",3392.0,4.5,Europæisk,"Vesterbrogade 200 Frederiksberg C, Frederiksberg, København 1800 Danmark",5.0,5.0,
Mad & Kaffe,4.5,213.0,"------16,,,",--$$-$$$---,82 anmeldelser,"55.659092,12.60816",2766.0,4.0,Café,"Tyrolsgade 6, Amagerbro, København Danmark",4.5,4.5,
Nyboders Køkken,4.5,225.0,------1674.-248.,--$$-$$$---,188 anmeldelser,"55.686768,12.587766",788.0,4.5,Dansk,"Borgergade 134, København 1300 Danmark",4.0,4.5,4.0
Grillen Nørrebro Burger Bar,4.0,238.0,"------16,,",--$------,249 anmeldelser,"55.68779,12.56035",1729.0,4.0,Amerikansk,"Nørrebrogade 13, København 2200 Danmark",4.5,4.0,4.0
Halifax Østerbro,4.0,234.0,------16,--$$-$$$---------,188 anmeldelser,"55.699085,12.57793",2161.0,4.5,Amerikansk,"Trianglen 1, København 2100 Danmark",4.0,4.0,4.0
Je t'aime,4.5,231.0,"------16,",--$$-$$$---------,146 anmeldelser,"55.665348,12.557965",2313.0,4.5,Europæisk,"Dybboelsgade 9, København 1721 Danmark",4.5,4.5,4.5
Restaurant Havfruen,4.0,216.0,------1694.-496.,--$$-$$$------,390 anmeldelser,"55.680023,12.590597",402.0,4.0,Fisk og skaldyr,"Nyhavn 39, København 1051 Danmark",3.5,4.0,4.0
Salon 39,4.5,14.0,------16,--$$-$$$---,150 anmeldelser,"55.67839,12.554656",1860.0,4.5,Europæisk,"Vodroffsvej 39, Frederiksberg, København 1900 Danmark",4.0,4.0,4.5
Scurry Hub,4.5,247.0,------1640.-60.,--$---------,156 anmeldelser,"55.68152,12.57251",752.0,4.0,Asiatisk,"Fiolstræde 30, København 1171 Danmark",4.5,4.5,4.0
Madklubben Grill Copenhagen,4.0,260.0,"------16,,,",--$$-$$$------,438 anmeldelser,"55.68047,12.580585",233.0,4.0,Europæisk,"Pilestraede 23, København 1112 Danmark",4.0,4.0,4.0
Bastards,4.5,256.0,"------16,,,",--$$-$$$---,167 anmeldelser,"55.676346,12.564416",1304.0,4.5,Europæisk,"Axeltorv 6, København 1609 Danmark",4.0,4.5,
Cafe Feel Good,4.5,294.0,------1627.-127.,--$$-$$$---------,70 anmeldelser,"55.68443,12.567372",1165.0,4.0,Café,"Noerre Farimagsgade 55, København 1364 Danmark",4.0,4.5,
Meatpacking District Food,4.5,248.0,------16,--$$-$$$------,100 anmeldelser,"55.66832,12.5592",2034.0,4.5,Dansk,"Flaesketorvet , 1711, København Danmark",4.0,4.5,
H table,5.0,267.0,------1667.-121.,--$$-$$$---,36 anmeldelser,"55.68046,12.562862",1338.0,5.0,Kinesisk,"Gyldenløvesgade 10, København 1369 Danmark",5.0,5.0,
Admiralgade 26,4.5,249.0,"------16,",--$$-$$$------,79 anmeldelser,"55.6775,12.582222",302.0,4.5,Dansk,"AdmiralGade 26, København Danmark",4.0,4.0,
Limone Piazza,5.0,242.0,------16,---,45 anmeldelser,"55.679977,12.575628",537.0,5.0,Italiensk,"Kejsergade 2, København 1158 Danmark",5.0,5.0,
Brus,4.5,245.0,"------16,",--$$-$$$------,125 anmeldelser,"55.69221,12.556182",2221.0,4.0,Bar,"Guldbergsgade 29 F, København 2200 Danmark",4.0,4.0,
Restaurationen,4.5,246.0,"------16,,",--$$$$---,148 anmeldelser,"55.682068,12.57989",356.0,4.5,Dansk,"Møntergade 19, København 1116 Danmark",4.0,4.5,4.0
The South Indian Vesterbro,4.0,272.0,------1667.-248.,--$$-$$$---------,198 anmeldelser,"55.672462,12.556114",1949.0,4.0,Asiatisk,"Vesterbrogade 38 København, København 1620 Danmark",4.0,4.0,
Ris8,4.5,252.0,------1680.-107.,--$$-$$$---------,66 anmeldelser,"55.670784,12.546743",2561.0,5.0,Europæisk,"Vesterbrogade 97, København 1620 Danmark",5.0,5.0,
Restaurant Rebel,4.0,262.0,------16248.-429.,--$$$$---,161 anmeldelser,"55.68346,12.587003",426.0,4.0,Dansk,"Store Kongensgade 52, København 1264 Danmark",4.0,4.5,3.5
Ellas,4.5,243.0,"------16,,",--$---------,94 anmeldelser,"55.681828,12.572162",782.0,4.5,Europæisk,"Fiolstraede 21, København Danmark",4.5,4.5,
Søren K,4.0,268.0,"------16,,",--$$$$---,259 anmeldelser,"55.673264,12.582738",752.0,4.0,Dansk,"S. Kierkegaards Plads 1, København 1221 Danmark",4.0,4.0,4.0
Carne Famo,4.5,17.0,------16241.-972.,--$$-$$$---------,216 anmeldelser,"55.67444,12.550386",2207.0,4.5,Europæisk,"Gammel Kongevej 51, Frederiksberg, København 1610 Danmark",4.0,4.5,4.5
Restaurant Sahil,4.0,259.0,------16134.-503.,--$$-$$$---------,216 anmeldelser,"55.676945,12.589578",477.0,4.0,Indisk,"Havnegade 33, København 1058 Danmark",4.0,4.0,3.5
Karma Sushi Nyhavn,4.0,254.0,------16101.-697.,--$$-$$$---------,254 anmeldelser,"55.679825,12.59253",523.0,3.5,Asiatisk,"Nyhavn 63B, København 1051 Danmark",4.0,4.5,4.5
Frk. Barners Kaelder,4.0,251.0,"------16,,",--$$-$$$---,1.359 anmeldelser,"55.67216,12.560765",1707.0,4.0,Dansk,"Helgolandsgade 8A, København 1653 Danmark",4.0,4.0,4.0
Cafe Munk,4.0,241.0,------16,--$$-$$$---------,174 anmeldelser,"55.68435,12.567383",1160.0,4.0,Indisk,"Noerre Farimagsgade 55, København 1364 Danmark",4.0,4.0,4.5
